Address;Title;Description;Rooms;Living Space (sqm);Price;Price_per_SquareMeter
3966 Réchy;Future promotion de 6 villas mitoyennes de 5,5 pièces;LES TRAVAUX DEBUTENT ACTUELLEMENT Future promotion de 6 villas mitoyennes de 5,5 pièces, sur la commune de Chalais. Idéalement située proche de toutes commodités et des villes de Sion et Sierre. Le concept général du projet, par l'orientation des différentes villas et par ses espaces verts extérieurs, offre des habitats où chacun trouvera son intimité, son confort et son bien-être.Ces logements sont idéalement situés, dans une zone à la fois calme, résidentielle, verdoyante, ensoleillée et proche de toutes les commodités et très bien desservi par les transports publiques (arrêt de bus à 20 mètres)L'accès aux villas se fait par un petit chemin d'accès depuis l'Est des villas sur chemin en pavés.Un grand parking souterrain avec garage double pour chaque villa (2 véhicules) permet un accès direct au rez-de-chaussée depuis le garage. 1 place de parc extérieure sur pavés filtrants par logement est également à disposition.CARACTERISTIQUES : - Lumineux et ensoleillé- Pompe à chaleur- Panneaux photovoltaïques : faibles charges ! Contracting avec Genedis- Cablage pour borne électrique (véhicules)- Terrasses et pelouses privatives- Espaces verts agencés- Emplacement de stockage privatifs- Plusieurs places de parcs par maison (2 souterraines + 1 place extérieure)- Accès 100% privatifs (par sous-sol ou extérieure)- Construction respectant les normes SIA- Revêtement de sol des terrasses inclus- Aménagement des extérieures inclus (arbre, arbustes, ...)- Séparation des villas par haie de charmilles- Emplacement pour colonne de lavage : N'hésitez pas à demander notre offre promotionnelle !- Bureau ou chambre de plein pied- Chambre parentale (18,4 m2) avec salle d'eau privative- 2 chambres enfants (~13m2)- Pièce à vivre d'environ 34m2COMPOSITION VILLA : Sous-Sol:- 2 places de parc privatives (sans porte de garage, en option et en sus)- Espace de rangement sous escalier- 1 cave (12m2)- Accès privatif à la villaRez-de-chaussée: - Entrée avec armoire de rangement- Bureau - Chambre (pièce de 9.2m2)- WC visiteurs (modulable avec douche supplémentaire)- Economat- Grande pièce à vivre avec cuisine ouvert sur séjour- Accès espace extérieur par baie vitrée- Terrasse et jardin-pelouse privativeEtage : - Couloir de distribution- 2 chambres enfants- 1 salle de bain ou douche (avec emplacement pour colonne de lavage)- 1 chambre parentale avec salle d'eau De nombreuses options sont possibles (porte de garage, tondeuse et arrosage automatique, ...) n'hésitez pas à demander notre plaquette de vente. COMMUNS :- Local technique- Local de rangement pour 5 villas- Accès aux villas par petit chemin à l'Est- Route d'accès pour garage souterrainDONNEES TECHNIQUES : cf descriptif de construction- Fondations, radiers et élévations en béton armé- Murs avec isolation phonique extra renforcée (double mur avec isolation spéciale)- Tablettes/seuils en granit- Double Pompe à Chaleur Air-Eau avec compteur individuel- Distribution par le sol- Porte-coulissante à levage pour accès aux terrasses- Réglage de la température par thermostat- Compteur d'eau chaude individuel- Stores électriques à lamelle dans toutes les pièces - ...TRAVAUX : Finitions au gré des preneurs (carrelage, cuisine, sanitaires, etc...) selon budgets définis par la promotion.Quelques heures d'architectures sont inclus dans le prix. Un devis spécial pourra être réalisé en cas de travaux plus importants.COMMODITES : - Crèche- Centre scolaire- Administration communale- Cabinets médicaux- Arrêts de bus- Proche accès autoroute A9- Gare de Sierre à 5 kmPlaquette de vente sur demandeTous;5.5;150.0;775000.0;5166.666666666667
1958 Uvrier;Les travaux vont commencer !!!;Nouvelle promotion à Uvrier de 10 petits immeubles de 3 étages pour un total de 165 appartements allant du studio au 6 pièces dont 30 attiques.Belle situation sur la Rive droite à la Route d'Italie à moins de 500 m du centre commercial de la Coop, du centre scolaire et à 3 min en voiture de la ville de Sion.Avec une architecture contemporaine épurée et une orientation Sud-Ouest pour la plupart des appartements, cette promotion inspire la joie de vivre, d'où son nom « Alegria » !B1-58 : Appartement de 2,5 pièces Balcon : 18 m2Surface de vente : 80 m2Distribution :- 1 Hall d'entrée avec armoire- 1 Chambre avec salle de bain privative avec douche et accès sur loggia de 5 m2- 1 Salle de bain avec baignoire- 1 Cuisine équipée ouverte sur l'espace à manger/salon- 1 Balcon de 13 m2- 1 Cave (C52)PARKING :***Plus de places extérieures disponibles pour cette promotion***9 Places de parc pour moto à CHF 8'000.- en sus1 place de parc (CHF 35'000 en sus et obligatoire)COMMODITÉS :- Centre commercial de la Coop à 150 m- Arrêt de bus à 150 m- Gare CFF à 1 km- Centre scolaire à 1 km- Autoroute à 4,5 km- Centre-ville de Sion à 5 kmDisponible en 2024 !Chez nous la curiosité est un joli défaut ! Alors appelle-nous pour plus d'informations ou une visite !Contact : Cyril 079 464 11 35***Tous les lots disponibles sur www.berra-immobilier.ch***;2.5;80.0;413000.0;5162.5
Karl Haueter-Strasse 15b, 3770 Zweisimmen;Wohnen an der Ruppmatte Zweisimmen;;4.5;129.0;980000.0;7596.899224806201
Zinggenweg/Bahndammstrasse, 8492 Wila;WOOONA;WOOONA - Doppeleinfamilienhäuser in Wila ZHWOOONA IST FÜR DEINE FAMILIE. DENSTÄRKSTEN ANKER IM LEBEN.WOOONA schafft Platz für Familien und Paare, die ihren Traum vom Eigenheim im Kanton Zürich realisieren wollen. Das Projekt WOOONA besteht aus acht Häusern. Oder vier Doppel-Einfamilienhäusern. In verschiedenen Grössen, damit Sie Ihre Wünsche umsetzen können. Gebaut im Minergie-Standard mitsamt Solaranlage auf dem Dach.WOOONA wird im Baurecht erstellt ? Grund und Boden gehören der Gemeinde Wila und werden für 100 Jahre verpachtet.Die Lage in der Gemeinde Wila ist ideal ? sie ist ländlich, umgeben von viel Natur und Ruhe, gleichzeitig dauert es keine halbe Stunde und man ist mit dem Auto oder der S-Bahn in Winterthur.An Infrastruktur und Angebot findet man nahezu alles, sodass Sie von A wie Arzt und Apotheke über Bahnhof, Kindergarten, Primar- und Sekundarschule alles finden bis zum Z ? Ihr neues Zuhause.;4.5;134.0;950000.0;7089.55223880597
1424 Champagne;Le chantier a démarré ! Appartement de 4.5 pièces neuf;"Bienvenue à ""La Pétillante"", où cet appartement de 4.5 pièces au 1er étage offre une belle opportunité de vie.Avec environ 87 m² habitables, son agencement moderne et fonctionnel répond parfaitement à vos besoins quotidiens.Découvrez ses caractéristiques :- Un hall d'entrée aménageable- Un WC séparé- Un séjour spacieux donnant sur un balcon d'environ 16 m².- Une cuisine ouverte entièrement équipée et agencée.- Une salle-de-bains avec WC et lavabo.- Trois chambres confortables.Pour plus de commodité, une place de parc intérieure est disponible en sus (CHF 45'000.-) ainsi qu'une cave pour le stockage de vos effets personnels.Le chantier a déjà débuté ! Ne tardez pas à saisir cette opportunité. Contactez-nous dès aujourd'hui pour organiser une visite !";4.5;87.0;800000.0;9195.402298850575
6828 Balerna;3.5 - INCANTEVOLE 86 MQ CON GIARDINO - ZONA PARCO NATURALE (guarda il VIDEO);Per veri amanti della natura che desiderino vivere fuori dal contesto urbano, nella quiete e nel relax!In un contesto unico ed irripetibile (prego, guardare il VIDEO DISPONIBILE ALLA VOCE * LINK ESTERNO * PRESENTE IN QUESTO ANNUNCIO) confinante con il Parco Naturale del Laveggio di 200.000 mq protetto dal Cantone, a 5 minuti da Balerna, in zona Genestrerio, proponiamo due meravigliosi 3.5 locali con giardino (PPP 09 e PPP 10) ubicati all'interno del RESIDENCE AL PARCO, unico Residence in Ticino affacciato sul parco naturale stesso, con concept GREEN SMART LIVING*.Il Residence è una struttura immersa nella natura, fuori dai centri abitati, dal caos cittadino, dallo smog e dai rumori continui e stressanti.Oltre ai materiali di elevatissimo standard qualitativo con cui il Residence è costruito, ed alle raffinate finiture di cui ciascuna soluzione abitativa si pregia, ogni appartamento è dotato di concept GREEN SMART LIVING*.Per la prima volta in Ticino un Residence che unisce Comfort, Sanificazione e Tecnologia a concetti Ecologici e Sostenibili per regalare un'elevatissima qualità di vita: il perfetto connubio tra Comodità, Prestigio, Salute e Natura*GREEN SMART LIVINGOgni appartamento è dotato di • - Domotica • - MailBox ExtraLarge per pacchi postali grandi Il Residence inoltre dispone di • - Colonnine Elettriche nel Garage (su richiesta) ____________________________________Descrizione 3.5 LOCALI con GiardinoLe soluzioni disponibili sono la PPP 09 e 10 (consultare le piantine in questo annuncio).Le soluzioni proposte vantano di uno splendida Terrazza che corre lungo la zona Giorno e la zona Notte. Inoltre l'intero Residence è ubicato in un'area dove non è possibile costruire ulteriormente, per vincoli paesaggistici e di protezione del CantonePPP 09 (vedere piantina)- Appartamento mq 86- Porticato mq 14- Locale hobby interrato mq 17- Giardino mq 119PPP 10 (vedere piantina)- Appartamento mq 86- Porticato mq 14- Locale hobby interrato mq 17- Giardino mq 145Entrambi gli appartamenti risultano di classe e grande vivibilità.Scegli di vivere in un contesto meraviglioso, nel verde e nella quiete, a 300 mt da Asilo, Negozi ed al centro di Genestrerio, e a pochi minuti di auto dai Centri commerciali di Mendrisio (Fox Town etc...), dall'Ospedale (3,6 km), dall'Autostrada (2.4km),Il Residence si sviluppa su 4 edifici per un totale di 14 appartamenti con finiture di pregio e cura dei dettagli: una soluzione esclusiva, non una cosa comune.POSTEGGIOgni appartamento dispone di posto auto doppio in linea per un totale di CHF 90.000.PREZZI:PPP 09 :CHF 768’000 + 2 posteggi in autorimessa (90.000 CHF)PPP 10: CHF 792'500 + 2 posteggi in autorimessa (90.000 CHF)A due minuti a piedi è ubicato un ampio parcheggio comunale.(Tutte le documentazioni e costruzioni grafiche in questo annuncio hanno fini puramente illustrativi e non costituiscono vincolo contrattuale)(For international inquiries: fluent english written and spoken)RESIDENCE AL PARCO | VIA CAMPAGNOLA 22B | 6852 GENESTRERIO;3.5;86.0;768000.0;8930.232558139534
Torrentstrasse, 3955 Albinen;Moderne 4.5-Zimmer-Neubauhäuser mit beeindruckender Aussicht. Bis zu 50.000 für Ehepaare und 10.000 pro Kind als Wohnbauförderung von der Gemeinde;AlbinenWillkommen in Ihrem Traumhaus, eingebettet in die malerische Naturlandschaft entlang der Torrentstrasse. Hier entstehen zwei exklusive Einfamilienhäuser, die mit moderner Architektur und nachhaltiger Bauweise jungen Paaren die Tür zurück zur Natur öffnen. Diese Häuser sind nicht nur ein Wohnort, sondern ein Lebensraum, der innen höchsten Wohnkomfort verspricht und aussen mit unvergleichlicher Aussicht das Herz jedes Naturliebhabers höher schlagen lässt.Vom Moment Ihrer Ankunft an, wenn Sie Ihr Auto bequem vor Ihrem neuen Zuhause parkieren, spüren Sie die Einladung der Natur. Der Eingangsbereich, praktisch gestaltet mit Garderobe, führt Sie in ein Zuhause, das durchdachte Funktionalität mit behaglichem Ambiente vereint. Der Technikraum, ausgestattet mit einer modernen Wärmepumpe, ist clever mit einem Waschraum kombiniert, während der zusätzliche Abstellraum ausreichend Platz für all Ihre Hobbys und Ausrüstungen bietet.Die Architektur führt Sie hinauf ins Herz des Hauses ? das Wohngeschoss. Dort erwartet Sie ein offener Wohn-, Ess- und Küchenbereich, der durch sein zeitgenössisches Design und die fliessende Verbindung zur grosszügigen Terrasse besticht. Hier können Sie das ganze Jahr über das aussergewöhnliche Klima und die Ruhe der Natur in vollen Zügen geniessen. Durch die bodentiefen Fenster wird jeder Raum mit natürlichem Licht durchflutet und bietet Ihnen spektakuläre Ausblicke auf die umgebenden Berge, die zum Greifen nah erscheinen.Im Obergeschoss, Ihrem privaten Rückzugsort, finden sich drei gemütliche Schlafzimmer sowie ein elegantes Badezimmer mit WC. Jedes Schlafzimmer ist eine Oase der Ruhe, die sorgfältig gestaltet wurde, um Erholung und Privatsphäre zu garantieren. Das Badezimmer, eine Kombination aus Funktionalität und modernem Luxus, bietet den perfekten Ort zum Entspannen nach einem langen Tag.Diese Häuser sind eine Hommage an die Natur und das moderne Wohnen, konzipiert, um jungen Paaren ein Leben im Einklang mit der Umgebung zu ermöglichen. Ein Ort, an dem Sie die Schönheit der Jahreszeiten hautnah erleben, die Stille der Berge geniessen und gleichzeitig nicht auf den Komfort und die Annehmlichkeiten des modernen Lebens verzichten müssen. Hier in Ihrem neuen Zuhause, wo jeder Tag mit einem atemberaubenden Panorama beginnt und in der Gemütlichkeit Ihres eigenen Heims endet. Willkommen zu Hause.;4.5;107.0;580000.0;5420.560747663551
3960 Sierre;4,5 pièces, à 2 minutes de la gare et du centre de Sierre !;Les travaux avancent, le toit vient d'être posé !BERRA Immobilier vous propose une toute nouvelle promotion en plein coeur de la ville de Sierre.Ce tout nouveau bâtiment comporte 41 lots divers et variés allant du studio au 5.5 pièces en attique et possède de nombreux atouts.La ville de Sierre se trouve dans le district du même nom. Sierre, que l'on surnomme également la « Cité du Soleil » est la 4ème plus grande ville du canton et seulement à quelques kilomètre Sion, capitale du Valais.De Sierre, 20 minutes de voiture suffisent pour arriver à Crans-Montana ou dans le Val d'Anniviers et ses belles pistes de ski. Ce projet offre aussi de magnifiques logements à toute personne souhaitant s'y établir et profiter ainsi du confort d'une construction neuve tout en bénéficiant de la proximité du centre-ville de Sierre. CARACTERISTIQUES: - TOP EMPLACEMENT- A quelques pas de toutes commodités (3 minutes de la gare)- Autorisation de construire en force- Plan d'aménagement approuvé par la ville- 41 appartements de diverses tailles Studio au 5,5 pièces- Finitions au gré du preneur- Nombreuses places de parc souterraines proche de la gare- Emplacement pour colonne de lavage dans chaque appartement- 1 cave par lot- Balcon ou terrasse pour chaque lot- Au coeur de la cité du soleil avec plus de 300 jours d'ensoleillementCet appartement de 4,5 pièces se constitue ainsi : - Entrée avec armoire murale- Salle de bain avec emplacement pour colonne de lavage (n'hésitez pas à nous demander notre offre promotionnelle)- 1 salle de douche- 3 chambres (10,5 + 12 + 14,5 m2)- Cuisine entièrement équipée, ouverte sur séjour (35,6)- 1 balcon- 1 cavePARKING :- 2 places de parc souterraines obligatoires (Chf 26'000.- en sus)COMMODITESSe trouvant au coeur de la ville de Sierre, la résidence IL GIARDINO bénéficie d'un emplacement de choix, avec de nombreux services et prestations comme :- La nouvelle gare routière et la gare CFF (accessibles en 3 minutes à pieds via une passerelle piétonne).- Le nouveau complexe Sud, avec un parking souterrain de 200 places et une école de commerce.- De nombreux commerces et restaurants- La HES-SO Valais avec plus de 1'300 étudiants- Les Bains de Gronde à 5 minutes- ...Toutes les commodités de ville se situent à proximité, ce qui rend l'emplacement de cet immeuble très intéressant.Plaquette de vente sur demandeChez nous, la curiosité est un joli défaut ! Appelez-nous pour une visite ! !!! RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH !!!;4.5;116.0;515000.0;4439.6551724137935
6648 Minusio;Moderno appartamento di 3.5 locali a Minusio! - Moderne 3.5-Zimmerwohnung in Minusio!;Moderno appartamento di 3.5 localiMinusio - Proponiamo in vendita moderno e strategico appartamento di 3.5 locali al 2° piano!Affacciata sul lago Verbano, Minusio occupa una posizione intermedia nel comprensorio del distretto di Locarno, rappresentando un polo di riferimento per la varietà degli ambienti particolarmente suggestivi che si offrono al visitatore, oltre che per la completezza dei servizi diretti alla popolazione. La Residenza Verbano si trova a pochi minuti a piedi dalle rive del Verbano, dove è possibile rilassarsi passeggiando lungo il percorso pedonale che fiancheggia il lago. Questo appartamento permette di vivere le comodità di un centro quale Minusio, come per esempio i centri alimentari raggiungibile in 5 min, scuole, fermate del bus e a breve anche quella del treno, negozi e tanto altro. Oltre che bello esteticamente, Minusio, risulta anche molto attraente per quando riguarda l'aspetto finanziario, di fatti troviamo un moltiplicatore che risulta essere tra i più bassi della regione (78%).La costruzione è moderna e costruita con materiali di qualità. Come sistema di riscaldamento troviamo una termopompa con sonda geotermica, che permette di tenere i costi sotto controllo.L'appartamento si compone come segue: Entrata con armadio a muro, ampia sala con accesso alla Terrazza orientata a Ovest, camera secondaria, bagno con doccia, camera padronale con annesso bagno con vasca idromassaggio molto ampio. A completare l'offerta un posteggio in autorimessa e una cantina privata.Prezzo CHF 730'000.00Posteggio in autorimessa CHF 40'000.00Vendibile come residenza primaria.Contattateci al numero 091 752 25 67 per visitare la casa dei vostri sogni. Se questo immobile non soddisfa le vostre esigenze potete trovare tutte le proposte residenziali e commerciali sul nostro portale web www.domusdea.ch.Moderne 3.5-Zimmerwohnung in Minusio!Minusio - Wir bieten eine 3,5-Zimmer-Wohnung in Minusio zum Verkauf an, die sich in einer idealen Lage und in der Nähe aller Infrastrukturen befindet.Die Residenza Verbano ist nur wenige Gehminuten vom Ufer des Verbano-Sees entfernt, wo Sie sich bei einem Spaziergang auf dem Fußgängerweg entlang des Sees entspannen können. Diese Wohnung ermöglicht es Ihnen, die Annehmlichkeiten eines Zentrums wie Minusio zu erleben, wie z.B. Lebensmittelgeschäfte, die in 5 Minuten zu erreichen sind, Schulen, Bushaltestellen und bald auch die Zughaltestelle, Geschäfte und vieles mehr. Minusio ist nicht nur ästhetisch schön, sondern auch in finanzieller Hinsicht sehr attraktiv, denn der Multiplikator ist einer der niedrigsten in der Region (78 %).Die Konstruktion ist modern und mit hochwertigen Materialien gebaut. Als Heizsystem dient eine Thermopumpe mit Erdsonde, die die Kosten unter Kontrolle hält.Die Wohnung ist wie folgt aufgeteilt: Eingangsbereich mit Einbauschrank, großes Wohnzimmer mit Zugang zur Westterrasse, zweites Schlafzimmer, Bad mit Dusche, Hauptschlafzimmer mit angrenzendem Bad mit sehr großem Whirlpool. Ein Parkplatz in der Garage und ein privater Keller runden das Angebot ab.Preis CHF 730'000.00Tiefgaragenplatz CHF 40'000.00Verkaufbar als Erstwohnsitz.Bitte kontaktieren Sie uns unter 091 752 25 67, um Ihr Traumhaus zu besichtigen. Sollte dieses Objekt nicht Ihren Vorstellungen entsprechen, finden Sie alle Wohn- und Gewerbeangebote auf unserem Webportal www.domusdea.ch.;3.5;93.0;730000.0;7849.462365591397
1290 Chavannes-des-Bois;Magnifique villa semi individuelle de 5,5 pièces avec disponible dans les combles et sous-sol complet, dans quatier résidentiel, à 5 minutes du village et des accès autoroute;Terre-Sainte Magnifique villa semi individuelle de 5,5 pièces avec grand disponible dans combles Les travaux débutent cet étéLa villa est composée comme suit : Au rez-de-chaussée :hall d'entrée avec armoire vestiaireune chambre/bureauune cuisine ouverte avec espace repas et accès sur la terrasse un séjour avec accès direct sur la terrasse/jardinWC visiteurs avec lave-mains Etage :Hall et escalier une belle chambre parentale avec salle d'eau, douche, lavabo et wc, privativedeux chambres avec accès sur le balconsalle d'eau avec baignoire, lavabo et wcCombles :espace jeux, rangement, galetasSous-sol :hall un grand local disponible 34 m2un local buanderieune caveun local technique PACExtérieurs :une terrasse au sud avec jardin privatif une terrasse à la sortie cuisineun réduit avec accès direct depuis la terrasse1 place de parc dans garage double, et 1 place de parc extérieure comprise;5.5;160.0;2100000.0;13125.0
Unterweg 25, 3302 Moosseedorf;«Wohn(t)raum im Neubau»;;4.5;132.0;1050000.0;7954.545454545455
3303 Jegenstorf;Jeden Donnerstag ist das Musterhaus von 16.00 bis 19.00Uhr geöffnet!;;5.5;173.0;975000.0;5635.838150289017
6363 Stansstad;Einzigartige Wohnung in traumhafter Lage;"An malerischer Lage in Obbürgen, auf der romantischen Hochebene des Bürgenstocks, entstehen derzeit einzigartige Wohnungen der «Überbauung Widen», die mit einem grosszügigen Grundriss, hochwertiger Materialisierung, Liebe zum Detail und einem charmanten Wohnambiente begeistern. Gestalten Sie Ihr persönliches Refugium der Ruhe in ihrer liebevoll gestalteten 4.5 Zimmer Wohnung im 1. OG, mit grosszügigen 121 m² Wohnfläche. Auf dem rund 20 m2 gedeckten Balkon in südwestlicher Ausrichtung bestaunen Sie alle Facetten, mit der uns die Schweizer Natur ins Staunen versetzt! Egal ob schneebedeck, verträumt, herbstlich romantisch, oder bei strahlend blauem Himmel und Sonnenschein – hier geniessen Sie worauf es ankommt: jede Jahreszeit und jeden Tag, den das Leben zu bieten hat!Highlights • Steuergünstige und sonnenverwöhnte Wohnlage • Minergiebauweise mit Photovoltaikanlage • Hochwertige Materialisierung • Hervorragende Anbindung • Fantastische Ausflugsmöglichkeiten und kulinarische Angebote in direkter Nähe Weitere Informationen zu diesem einzigartigen Objekt sowie eine Übersicht der schönsten Immobilien der Zentralschweiz finden Sie auf unserer Webseite unter www.domba.ch. Bestellen Sie jetzt die ausführliche Dokumentation zum Wohntraum ""Einzigartige Wohnung in traumhafter Lage"" oder kontaktieren Sie uns unverbindlich für einen Besichtigungstermin. Dieses Objekt können Sie per Videoanruf besichtigen. Frau Caroline Duboc freut sich, Sie auf Ihrem Weg zum eigenen Wohntraum zu unterstützen!Unser Bader Team ist jederzeit via Telefon, WhatsApp, FaceTime und E-Mail gerne für Sie da.Caroline Duboc+41 41 418 08 95+41 79 418 95 95info@domba.ch";4.5;121.0;1375000.0;11363.636363636364
Pfannenstielstrasse 112, 8706 Meilen;Neubau in gutem Wohnquartier;;3.5;95.0;1850000.0;19473.684210526317
Via alle Vigne 31, 6600 Locarno;Attico con grandi terrazze in nuova Residenza / Attikawohnung mit Dachterrasse in neuer Residenz;A Solduno, in posizione tranquilla e molto soleggiata, proponiamo in vendita questo splendido appartamento attico di 3.5 locali con grande terrazza coperta e terrazza extra sul tetto. Questo bell'attico dispone di accesso lift diretto in appartamento, un ampio e luminoso soggiorno con moderna cucina open-space, guardaroba, nicchia predisposta per un eventuale ulteriore armadio a muro e attacchi per torre lava-asciuga, due camere e grande terrazza coperta. Il Clou di questo appartamento é l'esclusiva terrazza laterale sul tetto con predisposizioni per una cucina esterna. La residenza appena ultimata è composta da soli 8 unità abitative tutte orientate verso sud e quindi con terrazze molto soleggiate e bei giardini sul retro dove rilassiarsi durante le caldi giornate estive.Le finiture saranno di ottimo livello, la produzione d'acqua sanitaria e di riscaldamento saranno tramite pompa di calore aria/acqua con bollitore ad accumulatore. In ottemperanza alle normative vigenti (RuEN) vi sono 6 pannelli fotovoltaici sulla copertura piana dell'edificio.Al piano interrato è presente una comoda autorimessa con 10 posti auto da cui si accede direttamente da Via alle Vigne. A questo piano, oltre al locale tecnico e a quello elettrico sono presenti le cantine e un locale lavanderia comune.Prezzo di vendita appartamento: CHF 960'000.--.Posteggi in autorimessa: a CHF 40'000.--.Residenza primaria.______________________________________________________________In Solduno, an ruhiger und sonniger Lage, verkaufen wir diese einmalige neue 3.5 Zimmer Attikawohnungen mit grosser gedeckter Terrasse und zusätzlicher Dachterrasse.Diese schöne Wohnungen, mit direktem Lift-Zugang, bestehend aus einem grosszügigen und hellen Wohn- Essbereich mit moderner offener Küche, Garderobenschrank und Nische für einen allfälligen weiteren Wandschrank mit Anschlüsse für Wäscheturm, 2 Zimmer und eine grosse gedeckte Terrasse. Das Highlight dieser schönen Wohnung ist die zusätzliche private Dachterrasse mit Vorrichtung für die Anbringung einer Aussenküche. Die kürzlich fertiggestellte Residenz, besteht aus nur 8 Wohneinheiten, die alle nach Süden ausgerichtet sind und daher über sehr sonnige Terrassen und schöne Gärten auf der Rückseite, in die man sich an heissen Sommertagen zurückziehen kann, verfügen.Die Residenz ist sehr gut und modern ausgestattet. hochwertiger Ausbaustandart, moderne und automatisierte Beleuchtungssysteme und Glasfaseranschluss in allen Wohnungen. Moderne schallisolierte Heizungsanlage mit Wärmepumpe und Bodenheizung. In Übereinstimmung mit den aktuellen Normen wurden zudem 6 Solar-Paneele auf dem Flachdach des Gebäudes angebracht.Die Residenz verfügt zudem über eine Tiefgarage mit insgesamt 10 Parkplätzen, Kellerräume zu jeder Wohnung und eine gemeinsame Waschküche.Verkaufspreis Wohnung: CHF 960'000.--.Parkplätze in Tiefgarage: a CHF 40'000.--.Ausschliesslich als Erstwohnsitz erwerblich.;3.5;120.0;960000.0;8000.0
Furkastrasse, 3982 Bitsch;5.5 Zi.-Whg. WÜB Ze Warme Brunnu, Bitsch - B001-B201/ C001-C201;;5.5;156.0;750000.0;4807.692307692308
Kurhausstrasse 48, 8374 Dussnang;Dussnang 'Dussliger Landsitz';;5.5;184.0;1420000.0;7717.391304347826
Oberer Burgerweg 4, 4914 Roggwil BE;9-Familien-Haus - Neubauprojekt;;4.5;118.0;530000.0;4491.525423728814
Lagerhausweg 5, 8424 Embrach;UNABHÄNGIG;;4.5;97.0;1027000.0;10587.62886597938
1926 Fully;Superbe villa moderne à Fully;"Magnifique villa en construction à Fully Surface total pondérée de 243 m2 répartie comme suit : - Grand séjour de 37 m2 - Deux chambre de 11 m2 - Une chambre de 12 m2 - Chambre master 16 m2 avec salle de bain de 6 m2 - Deux salles de bains + WC - Balcon de 17 m2 - Cuisine ouverte de 13 m2 - Balcon 17m2 - Terrasse couverte &amp; découverte ainsi que jardin 215 m2 - Chauffage au sol / pompe à chaleur / panneaux photovoltaïques et thermiques en toiture - Stores électriques - Finitions au gré de l'acquéreur - 3 Parking ext. en sus (45'000 CHF ) FAIBLES CHARGES ! * Possibilité d'installer un jacuzzi sur la terrasse / ou piscine dans le jardin 3 parkings extérieur sont en sus au prix de 45'000.- Fr pour le lot. Livraison prévue en août 2024-----------------Les Mâts de Fully abrite 8 Villa de 5.5 pièces. La rencontre de l'esthétisme, de la luminosité et de l'efficience énergétique, sur fond de microclimat méditerranéen. Dès le premier regard, les Mâts de Fully dévoile son caractère unique, raffiné et exclusif. L'architecture moderne et les lignes épurées des huit duplexe créent une impression de sophistication, tout en s'intégrant harmonieusement dans le paysage, sur une vaste parcelle de 2778 m2. Les baies vitrées panoramiques invitent à la contemplation permanente, tandis que les terrasses généreuses font naître des envies de dolce vita. L'ouvrage séduit aussi par l'utilisation de matériaux de qualité, le souci du détail au niveau des finitions ainsi que l'intégration optimale du confort, de la fonctionnalité et de la praticité (stores électriques, chauffage au sol, douche à l'italienne, etc.). Recouvert de panneaux photovoltaïques et thermiques en toiture, les Mâts de Fully sont également adapté aux personnes à mobilité réduite (norme SIA 500) et propose 3 places extérieur pour chaques villas A propos de l'architecte: Fondée à Martigny en 1997, par Stefano Cittolin et Patrick Polli, l'agence d'architecture Cittolin Polli &amp; Associés SA (appelé aujourd'hui CP3 Architecture SA et intégrée au Groupe CP qui réunit plusieurs entités) oeuvre de l'esquisse à la réalisation, de la transformation légère à la construction neuve en attachant une attention toute particulière à satisfaire et à répondre aux attentes et aux exigences du maitre d'ouvrage. La méthode de travail du bureau repose sur la compréhension de l'élément mise en oeuvre, car l'architecture n'est inventive que si elle prend en considération des interprétations propres à une époque, à une méthode de construction ou à une culture. Le Groupe CP est une société novatrice qui propose de redéfinir de façon spécifique les 3 grands axes prioritaires de l'acte de bâtir : l'architecture et son design, la construction et la vente. Cette nouvelle alchimie s'appuie sur le savoir-faire des différentes sociétés (CP3 Architecture SA, CP3 Construction VS SA &amp; l'Adresse immobilière Sàrl) et de ses collaborateurs. Actif depuis plus de 20 ans, ses compétences et son savoir-faire ont amené le groupe à être récompensé de plusieurs Awards dans différentes catégories depuis 2014. Ces prix, de renommée mondiale, définissent la qualité du panel des activités des sociétés et couronnent le travail d'une équipe de professionnels passionnés et amoureux de leur art.";5.5;170.0;1149000.0;6758.823529411765
6616 Losone;Exklusive 3.5-Zimmer-Wohnung in Losone;;3.5;97.0;930000.0;9587.62886597938
1926 Fully;Chantier en cours, plein centre, toutes commodités à proximité à pied;Vente sur plans : 12 appartements du 2.5 au 4.5p et surfaces commercialesPlein centre de Vers l'Eglise, toutes commodités (magasins, restaurants, poste, banque, école, etc.) à proximité immédiate à pieds1 place incluseEn bref :- diverses orientations sont disponibles : ici est- construction traditionnelle dans les règles de l'art selon normes en vigueur- grand volume sous toiture pour les attiques, charpente apparente- tous les logements disposent de balcons-terrasses ou loggias- stores électriques au séjour- emplacement de colonne de lavage privatif dans tous les logements- suite parentale, selon appartement- système de chauffage écologique - panneaux solaires- places de parking couvertes et extérieures disponibles en sus- interphone- ascenseur- local vélo- finitions à choix- modifications possibles sur demande*** la surface de cet appartement est affichée en surface de vente brute selon les normes cantonales ***Caractéristiques détaillées et plans via dossier sur demande. A disposition pour vous accompagner dans votre démarche !*** TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH;2.5;79.0;410000.0;5189.873417721519
