Address;Title;Description;Rooms;Living Space (sqm);Price;Nearest Station Distance (m);Station Canton
1820 Montreux;Lot 07 - Appartement de 2.5 pièces au 3ème étage.;Au coeur de la vielle ville de Montreux, venez découvrir ce nouveau projet de 10 appartement en PPE. Proche de toutes les commodités, à pied de la gare et des rives du lac, cette nouvelle promotion vous offrira de superbes prestations.Venez découvrir ce magnifique appartement au 3ème étage: Lot 72.5 Pièces Surface nette de 60 m2- 1 séjour/salle à manger- 1 cuisine- 2 Chambres- 2 salle de bain et eauTerrasse 16 m² Jardin 15 m2 Place de parc intérieure : 1 Cave Les prix ne comprennent pas la place de parking obligatoire, vendue en sus à 50'000 CHF.Livraison fin 2025;2.5;57.0;1406160.0;11265.0;Vaud
Chemin de Prameiraz, 1997 Nendaz;Appartement neuf sur la piste / Ski-in & Out;;2.5;130.0;1432200.0;13281.0;Valais
Barnaus 13, 7013 Domat/Ems;2.5 Zimmerwohnung im 1. Obergeschoss Neubau Casa Biala Domat/Ems;;2.5;60.0;950460.0;7351.0;Graubünden
6803 Camignolo;Ultimi appartamenti con formula rent to buy;;3.5;170.0;1054620.0;33504.0;Tessin
Via Manera, 6965 Cadro;Meraviglioso 3 locali in costruzione a Cadro;;3.0;170.0;1275960.0;8240.0;Tessin
Terrassenstrasse 43, 2553 Safnern;3.5-Zimmer-Terrassenhaus mit Aussicht auf Alpen und Aarelandschaft;"MikrolageNATUR- UND STADTNAH:- kurze Entfernung zur Stadt Biel und gut mit Auto, Velo oder Bus erreichbar- direkter Zugang zu Freizeitaktivitäten und NaherholungDie neuen Terrassenhäuser liegen in einem ruhigen Wohnquartier an privilegierter Hanglage. Diese erhöhte Lage ermöglicht eine gute Besonnung und einen schönen Weitblick auf die Alpen und die Natur.Der ""Volg"" und die Bushaltestelle sind in wenigen Gehminuten erreichbar. Mit dem Auto sind Biel und Solothurn mit ihren Verbindungsstrassen in wenigen Fahrminuten erreichbar.Das Schulhaus Räbli mit der Primar- und Tagesschule ist sehr nah und für Kinder durch Quartierstrassen und ohne Überquerung grosser Hauptstrassen zu erreichen.In unmittelbarer Nähe befinden sich die Wälder Riedrain und Burgerwald mit Naturschutzgebiet und Spielplatz. Auch auf dem Terrain der Terrassenhäuser befindet sich ein eigener Spielplatz. Zudem sind die Aare und das Häftli nicht weit entfernt. KaufobjektNATURVERBUNDENES WOHNEN FÜR QUALITÄTSBEWUSSTE:- hoher Nutzungs- und Wohlfühl-Faktor- grosse Detailtreue und Nachhaltigkeit im Einklang mit der NaturPer 01. November 2024 erstellen wir für Sie an exklusiver Hanglage 4 Liegenschaften mit je 4 hellen, sonnigen und barrierefreien Terrassenhäusern. Die modernen 3.5-, 3.5-, und 5.5-Zimmer-Häuser bieten einen hohen Ausbaustandard und durch die erhöhte Lage eine tolle Aussicht auf die Alpen und die Aarelandschaft.Die eingeschossigen Einheiten liegen alle -inklusive Keller, Waschküche und Vorraum- auf einer Ebene, was für viel Wohnqualität spricht. Jedes Haus bietet eine grosse, ungedeckte Sonnenterrasse mit traumhafter Aussicht. Die meisten Häuser haben zudem noch eine gedeckte Terrasse zum verweilen, auch bei schlechtem Wetter.Zu den Liegenschaften gehört ein gemeinsamer Spielplatz, zwei Einstellhallen, aufgeteilt auf zwei Ebenen sowie Besucherparkplätze, ein Velo- und Kehrrichtraum. Die Terrassenhäuser werden somit eindeutig verschiedenen Zielgruppen gerecht. Im Vordergrund stehen bei den barrierefreien Häusern das Wohlfühlambiente und der direkte Bezug zur Natur.Weitere Informationen können Sie der übersichtlichen, attraktiven Homepage entnehmen:www.zileten.chErgreifen Sie auch die Gelegenheit für ein persönliches Gespräch mit uns. Wir erwarten gerne Ihren Anruf.";3.5;140.0;1354080.0;7579.0;Solothurn
1510 Moudon;Quartier Saint-Michel Appartement 2.5 pces au rez;LIVRAISON EN COURS? Appartement témoin à visiter : prenez rendez-vous dès aujourd'hui !? Visite 360° et informations sur www.quartier-saint-michel.ch/appartements-disponiblesSitué au coeur de la Suisse romande, sur la commune de Moudon, le quartier Saint-Michel bénéficie des avantages d'une petite ville dynamique à la campagne. Un cadre de vie apaisé à moins de 40 minutes de Lausanne, Yverdon, Fribourg, Bulle et Payerne.Vos avantages :- Aménagements intérieurs modernes et de qualité, finitions au gré du preneur- Jardins privatifs, terrasses ou grands balcons- Succession d'espaces en gradins engazonnés et arborés- Place de jeux en bois- Site entièrement accessible par des chemins et des rampes- Parking visiteurs en surface- Parking souterrain voitures, motos et vélos61 appartements allant du 2.5 au 5.5 pièces, spacieux et confortables, vous y trouverez certainement votre futur lieu de vie !***Lot B05 | Appartement de 2.5 pièces | RdcSurface habitable = 77 m2Terrasse = 25 m2Jardin = 18 m22 chambres à coucherCuisine ouverteSalle de bain / WCEspace buanderie (possibilité d'installer une colonne de lavage)Armoires murales à l'entréePlaces de parc : standard + 2 places vélos;2.5;60.0;705680.0;579.0;Waadt
Rue Denise-Péronne, 2800 Delémont;Zentrumsnahe und moderne Neubauwohnung in attraktiver Parkanlage;;3.5;150.0;802030.0;1294.0;Jura
6924 Sorengo;3.5 locali con vista giardino;;3.5;47.0;677040.0;2766.0;Tessin
Via Selva Piana, 6926 Collina d'Oro;Stupendo appartamento con vista lago;;3.5;41.0;1106700.0;4269.0;Tessin
Parkettstrasse 32, 3432 Lützelflüh-Goldbach;Tolle Familienwohnung an zentraler Lage!;;3.5;150.0;807240.0;12631.0;Bern
Emmenweg 22, 4528 Zuchwil;Ihre Wohnoase an der Emme / Frühjahrsrabatt CHF 20'000.00!!!;;3.0;170.0;1419180.0;2904.0;Solothurn
Rue du Parcouret, 1964 Conthey;Résidence Eden à Plan-Conthey;;2.5;63.0;812440.0;4756.0;Valais
6987 Caslano;Nuova residenza;;3.5;41.0;572880.0;9209.0;Tessin
Thundorferstrasse 192a, 8500 Frauenfeld TG;150 m² grosse 2.5-Zi.-Gartenwohnung;An sonniger und attraktiver Lage an der Thundorferstrasse 192 «Bühl» in Frauenfeld entsteht ein kleines Mehrfamilienhaus mit zehn hochwertigen und optimal besonnten 2.5- bis 5.5-Zimmer-Eigentumswohnungen mit wunderschöner Fernsicht. Die Landwirtschaftszone und das Naherholungsgebiet sind in unmittelbarer Nähe. Der voraussichtliche Bezugstermin ist September 2025.Die Schule und der Kindergarten sind nur wenige Fussminuten entfernt. Der Stadtbus hält in unmittelbarer Nähe und bringt Sie ins Stadtzentrum mit sämtlichen Einkaufs- und Dienstleistungsangeboten oder zum Bahnhof (IC/IR, Frauenfeld-Wil-Bahn und Postauto). Über den Autobahnzubringer A1 «Matzingen» oder A7 «Frauenfeld Ost/West» sind Wil SG - St. Gallen, Winterthur - Zürich und Kreuzlingen schnell und bequem zu erreichen.Gerne möchten wir Ihnen die wesentlichsten Punkte näher vorstellen. • Das Mehrfamilienhaus ist optimal angeordnet und besonnt. • Durch den grosszügig konzipierten Grundriss entsteht ein einmaliges Raumgefühl und dank den teilweise raumhohen Fenster gelangt sehr viel Licht in die Räume. • Der breite, grosszügige Eingangsbereich/Korridor mit Einbauschränken und Garderobe bietet viel Stauraum. • Eine offene Küche mit modernsten Geräten und der angrenzende Essbereich bieten viele Möglichkeiten zum geselligen Beisammensein. • Das Elternzimmer verfügt über eine eigene Dusche mit WC. • Ein zusätzliches separates Bad, ebenfalls mit WC, bietet zusätzlichen Komfort. • Jede Wohnung verfügt über einen eigenen Wasch- sowie Kellerraum im Untergeschoss. • Der grosse, gedeckte Sitzplatz mit 24.80 m² und der dazugehörende Garten/Sondernutzung (24.40 m²) bieten viele Möglichkeiten sich zu Verweilen. • In der Wohnung sorgt ein Reduit/Abstellraum für zusätzlichen Stauraum. • Das Gebäude wird massiv und erdbebensicher erstellt und erreicht ausgezeichnete Schallwerte - 1A-Bauweise - bewährte Vetter-Qualität. • Mit dem Lift gelangen Sie direkt und komfortabel von der Tiefgarage ins Wohngeschoss (rollstuhlgängig). • Für die parkähnliche Umgebungsgestaltung wurde ein erfahrener Landschaftsarchitekt beauftragt. • Das Gebäude wird im Minergie-Standard (zertifiziert) erstellt, so wird auch der Umwelt speziell Sorge getragen. • Jede Wohnung verfügt über eine eigene Komfortlüftung. • Das Haus und das Warmwasser werden mit Erdwärme / Tiefenbohrungen beheizt und auf dem Dach wird die hauseigene Photovoltaik-Anlage für die Stromerzeugung montiert. • In der Tiefgarage wird ein Management für Elektromobilität installiert. • Minergie bedeutet: mehr Wohnqualität, gute Wirtschaftlichkeit, geringer Energieverbrauch, dichtere Gebäudehülle. • Einige Banken bieten günstige MINERGIE-Hypotheken an (Fragen Sie Ihren Finanzberater). Tiefgaragenplatz Nr. 1 - 14, Fr. 37'500.00Tiefgaragenplatz Nr. 15, Fr. 41'000.00Auf Wunsch kann in der Stadt Wil SG eine möblierte Muster-Wohnung besichtigt werden. Vereinbaren Sie einen unverbindlichen Besichtigungstermin. Für weitere Informationen oder die Terminvereinbarung steht Ihnen Stefan Vetter unter Telefon 052 369 45 48 oder Mobile 079 278 55 99 gerne zur Verfügung. Die detaillierte Dokumentation über dieses und alle weiteren Projekte finden Sie unter www.vetter.ch.;2.5;150.0;1126230.0;2973.0;Thurgau
Weiacherstrasse 30, 8427 Rorbas;Neubauprojekt “Smiledörfli Wydum Rorbas”;;3.5;180.0;1799360.0;11119.0;Zürich
Tösstalstrasse 375a, 8482 Winterthur;Nahe S-Bahnhof;;3.5;140.0;1373610.0;5964.0;Zürich
6987 Caslano;2.5 locali con ampio giardino a Caslano;2.5 locali con giardino a Caslano in un progetto residenziale di nuova realizzazione. Disponibile solo come residenza primaria.Situato al piano terra, l’immobile si compone di atrio d’ingresso su un ampio e luminoso salone con cucina a vista attrezzata con elettrodomestici di ottima qualità, disimpegno con spazio per installare la colonna lavatrice/asciugatrice, camera matrimoniale con bagno en-suite, seconda camera e bagno con antibagno.Il soggiorno e le due camere condividono l’accesso ad una terrazza coperta abitabile e all’ampio giardino privato.Durante le fasi finali di costruzione le finiture interne sono ancora personalizzabili dal cliente secondo le proposte da capitolato.1 cantina è inclusa nel prezzo, 1 posto auto in autorimessa a 40.000 CHF e 1 posto auto esterno a 25.000 CHF.La nuova Residenza Regina prevede l’edificazione di due edifici dall’architettura moderna, ognuno di tre piani, concepiti per potenziare al massimo l’esposizione luminosa di ogni appartamento. La costruzione è circondata da giardini ed elementi paesaggistici che creano un ambiente riservato e tranquillo.Le tecniche edilizie impiegate sono rivolte al risparmio energetico e alla riduzione dei consumi. Serramenti con tripli vetri, pannelli fotovoltaici, riscaldamento a serpentine e produzione di calore tramite una pompa di circolazione acqua-acqua. Installazione di pannelli fotovoltaici sul tetto.Consegna prevista entro la primavera 2023.La posizione è molto favorevole ai collegamenti. Tutti i principali servizi sono raggiungibili a piedi. L’autostrada e il centro di Lugano sono a circa 10 km di distanza.MISURE Appartamento: 95.08 mqTerrazza: 28.94 mqGiardino: 282.10 mqSuperficie commerciale: 137.76 mqRif.: REG-PPP2Nella stessa residenza sono disponibili altre unità.;2.5;60.0;1009050.0;9209.0;Tessin
Guglern 61, 6018 Buttisholz;Trigon61 - Mitten im Dreieck der Zentralschweiz;;3.5;160.0;1158780.0;6037.0;Kanton Luzern
Bord du Canal, 3966 Chalais;Villa individuelle à construire - 3966 Chalais - VS;;3.5;200.0;1035090.0;4148.0;Valais
Bürgenstockstrasse 62a, 6373 Ennetbürgen;Neubauprojekt SOLAIR: Exklusives Wohnen mit Panoramablick;;3.5;260.0;2278500.0;33292.0;Kanton Luzern
Breganzona/I, 6900 Lugano;Rifugio Esclusivo a Breganzona:  Luminosità e Privacy in Questo Attico Duplex;;3.5;230.0;1887900.0;4173.0;Tessin
3960 Sierre;4.5 pièces en attique en ville de Sierre. Finitions au choix du preneur !;Berra vous propose aujourd'hui ce nouvel appartement, situé sur le versant sud de la vallée du Rhône, au beau milieu de la commune de Sierre. La promotion Squadro se compose de 24 appartements aux lignes épurées, sobres et élégantes, profitent d'un ensoleillement maximal grâce à leur exposition exceptionnelle.CARACTERISTIQUES : - Vue imprenable sur la vallée- Architecture contemporaine- Epaces de vie modernes totalement équipés- Parking et des ascenseurs adaptés à la norme SIA 500- Choix des matériaux de haute qualité- Finitions de goût- Stores amovibles- Double vitrage isolant- Chauffage PAC - distribution au solCOMPOSITION DE L'APPARTEMENT : - Grande terrasse sur 3 côtés dont 1 partie couverte- Débaras - Cave- 1 chambre enfant de 10m2- 1 salle de bain - Emplacement pour colonne de lavage- 1 chambre parentale de 15.9m2 avec salle d'eau privative- 1 salle de bain- Espace de vie (salle à manger - cuisine ouverte - séjour)EXTERIEURS - ANNEXES- Place de parc couverte : CHF 25'000.-- Place semi-couverte : CHF 15'000.-COMMODITÉCe bien est idéalement situé proche de toutes commodités, des transports publics (train et bus) et commerces.- Gare ferroviaire à moins de 150 mètres- Hôpital à 200 mètres- Arrêt de bus à proximitéDISTANCES.....à la Gare de Sierre - 12 min à pied...à l'école primaire de Beaulieu - 10 min à pied...à l'autoroute - 3 min en voiture...à Crans-Montana - 15 min en voiture...à Sion - 15 min en voiture...à Val d'Anniviers - 20 min en voiture.D'autres objets de différentes typologie sont disponibles à différents niveaux dans cette promotion. Plaquette de vente sur demandeChez nous, la curiosité est un joli défaut ! Appelez-moi pour plus d'informations et/ou une visite sur place au 079 464 11 35 !!!! RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH !!!;2.5;67.0;1028580.0;2041.0;Valais
1955 Chamoson;Vaste appartement, oriention sud et surplombant, dégagé;UNE EXCLUSIVITÉ BERRA IMMOBILIERLe chantier a démarré !38m2 de pièce de vie, 2 salles de bains, 1 WC visiteurs, réduitVente sur plansREALITE VIRTUELLE DISPONIBLE, SUR RDVNichée au coeur du village de Chamoson, la résidence Les Silènes jouit d'un panorama exceptionnel sur la plaine du Rhône, les vignes Valaisannes ainsi que le Haut de Cry. Elle saura vous séduire par ses prestations de qualité, son emplacement privilégié et son architecture contemporaine.Treize appartements composent ce nouveau programme, situé dans un environnement calme, à quelques pas des commerces, des arrêts de bus et de l'école de Chamoson. Une perle rare sur le secteur. En bref :- diverses orientations sont disponibles, sud, belle vue sur le Haut de Cry, ouest, etc.- architecture contemporaine se mariant à merveille dans le paysage- construction traditionnelle dans les règles de l'art- système de chauffage écologique utilisant les énergies renouvelables- superbes et grandes pièces à vivre et chambres- En plus de la cave privative, les duplex ont un galetas avec accès direct- chaque appartement dispose de sa cave et buanderie privée- très lumineux, beaucoup de vitrages sont prévus- places en sous-sol en sus du prix de vente- un garage double au sous-sol et un garage simple au rez inférieur sont disponibles à la vente - visiophone- place de jeux, pelouse commune- finitions à choix, budgets et détails à découvrir sur demande- modifications possibles sur demandeCaractéristiques détaillées et plans via dossier sur demande. Autres renseignements sur demande.*** TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH;3.5;160.0;814690.0;1162.0;Wallis
3963 Crans-Montana;Nouvelle promotion au coeur de Crans-Montana - New promotion in the heart of Crans-Montana;;2.5;130.0;1658740.0;19289.0;Valais
Rainli 6, 6102 Malters;Modernes Einfamilienhaus in Malters;;3.5;190.0;2213400.0;423.0;Kanton Luzern
3960 Sierre;3.5 pièces en attique, à 2 minutes de la gare et du centre de Sierre !;Le toit vient d'être posé ! Livraison Noël 2024BERRA Immobilier vous propose ce magnifique attique, situé dans une toute nouvelle promotion au centre de Sierre et à proximité de toutes commodités.Cet appartement de 3.5 pièces en attique, qui peut égalemet se modifier en 5.5 pièces facilement, se constitue ainsi : - Escalier privatif arrivant dans l'appartement- Ascenceur avec accès direct à l'appartement- Dégagement de liaison (terrasse - pièce à vivre)- Très grande pièce de vie avec cuisine ouverte, salle à manger et Cuisine/séjour (60m2)- Cuisine entièrement équipée- Réduit avec emplacement pour colonne de lavage (n'hésitez pas à nous demander notre offre promotionnelle)- 1 salle de bain - 2 belles chambres (12,11 + 12,35 m2)- 1 suite parentale avec salle d'eau privative- 1 terrasse couverte (27.54m2)- 1 terrasse1 ouverte (74.13m2)- 1 grand balcon (26.34m2) - accès direct depuis les 3 chambres.- 2 caves- 2 places de parc souterraines (en sus et obligatoire)SURFACES : - Appartement surfaces bruttes : 200m2- Surfaces brutes balcons : 26.34- Surfaces brutes terrasses : 101.67- Surfaces brutes pondérées de vente : 270m2 La ville de Sierre se trouve dans le district du même nom. Sierre, que l'on surnomme également la « Cité du Soleil » est la 4ème plus grande ville du canton et seulement à quelques kilomètre Sion, capitale du Valais.De Sierre, 20 minutes de voiture suffisent pour arriver à Crans-Montana ou dans le Val d'Anniviers et ses belles pistes de ski. Ce projet offre aussi de magnifiques logements à toute personne souhaitant s'y établir et profiter ainsi du confort d'une construction neuve tout en bénéficiant de la proximité du centre-ville de Sierre. CARACTERISTIQUES de cette promotion : - TOP EMPLACEMENT- Promotion validée et pilotée par l'UBS de Sierre- A quelques pas de toutes commodités (3 minutes de la gare)- Travaux déjà bien avancés- Plan d'aménagement approuvé par la ville- 42 appartements de diverses tailles Studio au 5,5 pièces- Finitions au gré du preneur - budgets sur demande- Nombreuses places de parc souterraines proche de la gare- Emplacement pour colonne de lavage dans chaque appartement- Balcon ou terrasse pour chaque lot- Grand espace vert commun au centre de la promotion- Au coeur de la cité du soleil avec plus de 300 jours d'ensoleillementPARKING :- 2 places de parc souterraines obligatoires (Chf 26'000.- pièce en sus et obligatoire)COMMODITESSe trouvant au coeur de la ville de Sierre, la résidence IL GIARDINO bénéficie d'un emplacement de choix, avec de nombreux services et prestations comme :- La nouvelle gare routière et la gare CFF (accessibles en 3 minutes à pieds via une passerelle piétonne).- Le nouveau complexe Sud, avec un parking souterrain de 200 places et une école de commerce.- De nombreux commerces et restaurants- La HES-SO Valais avec plus de 1'300 étudiants- Les Bains de Géronde à 5 minutes- ...Toutes les commodités de ville se situent à proximité, ce qui rend l'emplacement de cet immeuble très intéressant.Chez nous, la curiosité est un joli défaut ! Appelez-nous pour une visite ! !!! RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH !!!;3.5;200.0;1295490.0;2041.0;Valais
Route du Pillon 237, 1865 Les Diablerets;Appartement Cristal de Roche Lot 5 DIFACO;;3.5;46.0;662060.0;1851.0;Waadt
Route du Zible 8, 1634 La Roche FR;Appartement 3.5 pces neuf - Rez de chaussée;;3.5;130.0;768180.0;15308.0;Freiburg
1955 Grugnay (Chamoson);Au Grugnay, villas de rêve et tranquillité;Une exclusivité Berra Immobilier Vente sur plans !*** photos d'une villa similaire à la même qualité d'exécution existante EN EXEMPLE ici en photo ***3 villas sur 3 niveaux (sous-sol, rez, étage) : 1 individuelle et 2 jumelées par les couverts à voitureMaquette disponible au bureau de l'architecteConception atypique dans un endroit de rêve, avec vue surplombante sur la plaine et imprenable.Mélange de modernité et de style traditionnel ancien qui se fond à merveille dans le paysage.Matériaux de choix : - structure béton-bois, lamage en mélèze- béton apparent à l'intérieur- couverture en ardoise- inox- balustrades en verre pincé- escalier intérieur bois-métal, verre pincé- fenêtres + portes-fenêtres en bois-métal- Terrasse revêtement bois (IPE)...Caractéristiques :- Vue dégagée ouverte sur la plaine- Chauffage au sol, pompe à chaleur, air-eau- Vastes espaces- Grand séjour-cuisine de 48 m2- Orientation sud- Très lumineux- Quartier résidentiel- Terrasse couverte de 15 m2- Parcelles individuelles- Suite parentale- Cuisine avec îlot central- Triple vitrage- Panneaux solaires en option- Stores électriques - Emplacement pour colonne de lavage - Grand réduit attenant à la place couverte- Grands espaces utiles- Entrée couverte- A l'écoute de vos éventuelles souhaits de modification- Finitions au gré du preneurCette villa se compose comme suit :Entre-sol- Local technique- Buanderie- Economat- Surface utile libre, jeux ou dépôt de 17 m2Rez- Hall d'entrée avec armoire murale- WC séparé- Séjour, salle à manger- Cuisine ouverte sur séjourEtage- 4 chambres dont une en-suite- Salle de bainParking- 3 places dont 1 couverteExtérieur- Entrée couverte- Réduit attenant 10 m2- Terrasse couverte- Jardin- Séparation par haies naturelles et engazonnementEnvironnement- Dans la nature- Quartier résidentiel calme- 5 min des entrées-sorties autoroute- proche des commodités- Bus- Ski : OvronnazPlaquette de vente sur demandeTous les documents techniques sont remis lors de rdv sur place.N'hésitez pas à nous demander pour une visite sur place !*** TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH***;3.5;260.0;1640520.0;3010.0;Wallis
1958 Uvrier;Grand jardin pour ce 2.5 pièces !;Nouvelle promotion à Uvrier de 10 petits immeubles de 3 étages pour un total de 2.5 appartements allant du studio au 6 pièces dont 30 attiques.Belle situation sur la Rive droite à la Route d'Italie à moins de 500 m du centre commercial de la Coop, du centre scolaire et à 3 min en voiture de la ville de Sion.Avec une architecture contemporaine épurée et une orientation Sud-Ouest pour la plupart des appartements, cette promotion inspire la joie de vivre, d'où son nom « Alegria » !C4-183 : Appartement de 2.5 pièces Surface habitable : 42 m2Terrasse : 10 m2Jardin : 69 m2Surface de vente : 47 m2Distribution :- 1 Hall d'entrée avec armoire- 1 Cuisine équipée ouverte sur l'espace à vivre- 1 Salle de bain avec baignoire- 1 Terrasse de 10 m2- 1 Jardin de 69 m2- 1 Cave (C152)PARKING :Plus de places extérieures disponibles9 Places de parc pour moto à CHF 8'000.- en sus1 place de parc intérieure (CHF 35'000 en sus et obligatoire)COMMODITÉS :- Centre commercial de la Coop à 150 m- Arrêt de bus à 150 m- Gare CFF à 1 km- Centre scolaire à 1 km- Autoroute à 4,5 km- Centre-ville de Sion à 5 kmDisponible en 2024 !Chez nous la curiosité est un joli défaut ! Alors appelle-nous pour plus d'informations ou une visite !Contact : Cyril 079 464 11 35***Tous les lots disponibles sur www.berra-immobilier.ch***;2.5;47.0;417940.0;5564.0;Valais
Louis-Favre 23, 2017 Boudry;Appartement de charme avec garage;;3.5;170.0;716100.0;1154.0;Neuenburg
1212 Grand-Lancy;Villas contemporaines au bord de la Drize;;4.5;220.0;2851380.0;4707.0;Genève
Bungertstrasse 8/10, 7205 Zizers;3.5-Zimmerwohnungen an bester Lage in Zizers;;3.5;160.0;1354080.0;2471.0;Graubünden
1010 Lausanne;Maison-appartement contemporaine et écoresponsable;"Le cottage Valfaye vous propose 4 maisons-appartements, reflétant une architecture innovante proposant les qualités intrinsèques d'une maison ainsi qu'une construction de grande qualité.Ce projet s'inscrit dans une démarche éco-responsable. Chaque aspect de la construction a été soigneusement étudié pour réduire la consommation d'énergie, tout en offrant un confort moderne et optimal.La production de chaleur est assurée par une PAC à sondes géothermiques assurant un confort thermique par énergie renouvelable, tant en période hivernale (chauffage), qu'en période estivale (refroidissement), et une grande partie de l'auto-consommation du bâtiment par des panneaux solaires photovoltaïques, pour une énergie propre et durable. L'enveloppe du bâtiment est de qualité Minergie, attestant de sa haute performance énergétique.Afin de renforcer l'intégration du projet au sein de la lisière forestière existante qui borde à l'Est le ruisseau de Vennes affluant de la Vuachère, les espaces extérieurs du bâtiment sont plantés d'essences locales, garantissant l'intimité agréable de chaque habitation, tout en offrant une régulation thermique et hygrométrique en saison estivale.De plus, toutes les mesures constructives ont été prises pour assurer le confort des résidents et les protéger des nuisances internes et externes au bâtiment : vitrages acoustiques, surdimensionnement des murs et dalles entre logements, etc.Le lot 1 est une maison-appartement sur 3 niveaux de 3.5 pièces pour une surface habitable d'env. 150m2. L'espace d'entrée, situé au premier niveau, accessible indépendamment depuis la cour d'entrée, comprend de nombreuses armoires intégrées et dispose d'un WC visiteur.On accède ensuite au rez jardin par un bel escalier à une grande pièce de réception/séjour. Contemporaine et lumineuse, elle donne un accès direct à la terrasse/jardin privative. Cet espace de séjour spacieux de 48m2 est composé d'un salon avec cheminée, d'une salle à manger et d'une cuisine équipée.La partie nuit, à l'étage, est composée de 3 chambres à coucher dotées d'une très grande hauteur sous toiture ainsi que de 2 salles d'eau. Afin d'optimiser l'espace et de profiter du très grand volume des chambres, des options de mezzanines sont également possibles à la demande des acheteurs.Une place de parc dans le parking souterrain qui jouxte directement les entrées des différentes maisons-appartements, ainsi qu'une cave attenante au logement complètent ce bien. Prix de vente de l'appartement: CHF 1'595'000.-Prix de vente parking souterrain: CHF 45'000.-Prix total: CHF 1'640'000.-Situé dans le quartier verdoyant et résidentiel de Valfaye, entre Chailly et La Sallaz, ce projet d'architectes, interprétation contemporaine des cottages anglais, bénéficie d'une situation unique en centre-ville. Implanté sur une parcelle bordée au Nord par une zone de verdure inconstructible, et à l'Est par un cordon boisé bordant le ruisseau de Vennes affluant de la Vuachère. Il offre un environnement naturel rare et préservé, tout en offrant de très beaux dégagements.L'accès au centre-ville, à la gare de Lausanne et à Ouchy s'effectue aisément par les transports publics (TL n°6 - arrêt devant la porte et M2). Les accès autoroutiers de Vennes sont à quelques minutes de routes.Cette nouvelle réalisation est proche des écoles primaires et secondaires (notamment de l'Ecole de Coteau Fleuri, de l'Ecole Internationale de Valmont, Collège des Fiches, Ecole de la Sallaz, Collège de Béthusy). Les écoles primaires sont toutes accessibles à pied.Les premiers commerces de proximité sont à moins de 100 mètres ; notamment un supermarché, un shop et un restaurant populaire connu des lausannois (300m). La place de La Sallaz, avec ses commerces, sa garderie, sa bibliothèque communale et sa station de métro M2, est à quelques minutes de marche (également accessible par bus";3.5;150.0;2076690.0;3833.0;Vaud
Moosackerweg, 5728 Gontenschwil;Eigenheim mit herrlicher Weitsicht!;;4.5;210.0;1555890.0;2518.0;Aargau
1304 Senarclens;Les Jardins de Senarclens - Lot 3;Nichée au coeur du canton de Vaud, le ravissant village de Senarclens se situe à mi-chemin entre le lac Léman et le Jura. A 10 minutes des axes autoroutiers et à 2 minutes du centre de Cossonay, cette résidence moderne et paisible bénéficie d'un environnement bucolique.- Environnement calme et verdoyant- Appartements neufs de 2.5 à 5.5 pièces- Surface habitable de 79 à 139 m²- Généreuses terrasses- Jardin privatif pour les rez-de-chausséeD'une architecture de style à la fois moderne et villageoise, tous les appartements apporteront un confort maximum à ses occupants, chacun bénéficiant d'un jardin privatif, de généreux balcons ou terrasses. Chaque lot disposera de deux places de parc et deux places visiteurs seront à disposition des habitants. Découvrez le projet sur www.jardins-de-senarclens.ch !Eingebettet im Herzen des Kantons Waadt liegt das reizende Dorf Senarclens auf halbem Weg zwischen dem Genfersee und dem Jura. Nur 10 Minuten von den Autobahnachsen und 2 Minuten vom Zentrum von Cossonay entfernt, profitiert diese moderne und friedliche Residenz von einer bukolischen Umgebung.- Ruhige und grüne Umgebung- Neue Wohnungen von 2.5 bis 5.5 Zimmer- Wohnfläche von 79 bis 139 m²- Großzügige Terrassen- Privatgarten für die ErdgeschosseDie Architektur im modernen und zugleich dörflichen Stil, alle Wohnungen werden ihren Bewohnern maximalen Komfort bieten, da jede von einem Privatgarten, großzügigen Balkonen oder Terrassen profitiert. Jedes Los wird über zwei Parkplätze verfügen und zwei Besucherparkplätze werden den Bewohnern zur Verfügung stehen. Entdecken Sie das Projekt auf www.jardins-de-senarclens.ch!Nestled in the heart of the canton of Vaud, the charming village of Senarclens lies halfway between Lake Geneva and the Jura mountains. Just 10 minutes from motorways and 2 minutes from the center of Cossonay, this modern, peaceful residence enjoys a bucolic setting.- Quiet, green environment- New apartments from 2.5 to 5.5 rooms- Living space from 79 to 139 m²- Generous terraces- Private gardens on first floorsDesigned in a modern, village-style architecture, all apartments offer maximum comfort to their occupants, with private gardens, generous balconies or terraces. Each lot will have two parking spaces, and two visitor parking spaces will be available for residents. Discover the project on www.jardins-de-senarclens.ch !;2.5;52.0;1119720.0;5585.0;Waadt
6500 Bellinzona;Nuovo appartamento con ampia terrazza;;2.5;130.0;1140550.0;589.0;Tessin
