Address,Title,Description,Rooms,Living Space (sqm),Price,Canton,Nearest Station Distance (m),city_center,garden,terrace,view,luxus,condition,Predicted Price
7214 Grüsch,Weitblick im Prättigau!,,2.5,140,Price on request,Graubuenden,10128.0,False,False,False,True,False,old,1311211.5
"Promenade 15, 7270 Davos Platz","Neubau ""Casa Alberti"" Davos",,,0,Price on request,Graubuenden,21962.0,False,False,False,False,False,old,885886.25
"Obere Strasse 71, 7270 Davos Platz",1-Zimmer-Wohnung an exzellenter Lage,,1.0,18,Price on request,Graubuenden,21492.0,False,False,False,False,False,old,1136648.4
"Via Gravas 30, 7166 Trun",Einfamilienhaus in Trun,,2.5,160,Price on request,Graubuenden,987.0,False,False,False,False,False,old,1377783.9
"Hintere Gasse 6/8, 7270 Davos Platz",Charmantes Studio mit separatem Schlafzimmer,,1.5,14,Price on request,Graubuenden,21897.0,False,False,False,False,False,old,1046085.4
"Hintere Gasse 6/8, 7270 Davos Platz",Charmantes Studio mit separatem Schlafzimmer,,2.5,14,Price on request,Graubuenden,21897.0,False,False,False,False,False,old,973110.0
7505 Celerina,Attraktive Skilodge mit höchstem Komfort,,2.5,120,Price on request,Graubuenden,2240.0,False,False,False,False,False,old,1238089.2
7228 Pusserein,"Charmantes Walserhaus ""Im Winkel""",,2.0,240,Price on request,Graubuenden,9749.0,False,False,False,False,False,old,1456018.8
7524 Zuoz,Engadine apartment.,,2.5,160,Price on request,Graubuenden,1187.0,False,False,False,False,False,old,1420419.6
"Plan da Muglin 90A, 7556 Ramosch",Perfekte Ferienwohnung für Hundeliebhaber,,2.5,0,Price on request,Graubuenden,8866.0,False,False,False,False,False,old,926355.7
7304 Maienfeld,Edle Villa mit Bergpanorama in historischem Heidi-Dorf PREISREDUKTION,,3.5,610,Price on request,Graubuenden,10827.0,False,False,False,False,True,old,1626040.4
"Via Tinus, 7500 St. Moritz",Appartamento in St. Moritz - Via Tinus,,1.5,0,Price on request,Graubuenden,1201.0,False,False,False,False,False,old,796330.2
7493 Schmitten,Grandioses Maiensäss auf der Sonnenterrasse im Albulatal,,1.0,0,Price on request,Graubuenden,10421.0,False,False,True,False,False,old,944808.25
7421 Summaprada,Grosszügiges Anwesen mit zauberhaftem Umschwung,,3.0,680,Price on request,Graubuenden,1055.0,False,False,False,False,False,old,1405447.6
7503 Samedan,Neubauprojekt: Ein Luxushaus an schöner Bergsicht-Lage in Samedan,,2.5,340,Price on request,Graubuenden,15284.0,False,False,False,False,False,new,1766877.2
7550 Scuol,"Historisches, kernsaniertes Luxus-Engadinerhaus mit Lift in Scuol",,2.5,510,Price on request,Graubuenden,11165.0,False,False,False,False,False,old,1588912.5
7028 St. Peter,Grosses und sonnenverwöhntes Premium-Chalet mit Panorama-Bergsicht,,2.5,310,Price on request,Graubuenden,11168.0,False,False,False,False,False,old,1682445.9
7222 Lunden / Mittellunden,Bündner Chalet - Liebhaberobjekt an unverbaubarer Lage,,,0,Price on request,Graubuenden,3240.0,False,False,False,False,False,old,581906.75
7075 Churwalden,Exklusives Studio im Top-Gebiet Lenzerheide,,2.5,10,Price on request,Graubuenden,9478.0,False,False,False,False,False,old,734383.25
7017 Flims Dorf,Ein Juwel am Sonnenhang von Flims,,2.5,230,Price on request,Graubuenden,22683.0,False,False,False,False,False,old,1577542.5
"Via Crest 34, 7402 Bonaduz",Neubauwohnungen in Bonaduz an bevorzugter Lage,,2.5,0,Price on request,Graubuenden,636.0,False,False,False,False,False,old,768047.25
7250 Klosters,2.5 Zi-Wohnung im EG  einfach genial,,2.5,0,Price on request,Graubuenden,12694.0,False,False,False,False,False,old,941430.9
7214 Grüsch,2.5 Zi.-Whg  familienfreundliches Feriendomizil,,2.5,120,Price on request,Graubuenden,10128.0,False,False,False,False,False,old,1247810.9
7250 Klosters / Klosters-Platz,exklusive 2.5 Zi-Wohnung im Alpine-Chic,,2.5,190,Price on request,Graubuenden,559.0,False,False,False,False,False,old,1452122.2
7240 Küblis,Arena Salums mit vier (Ferien)Häusern im Prättigau,,,0,Price on request,Graubuenden,5376.0,False,False,False,False,False,old,578331.7
6535 Roveredo GR,Grosszügiges Ferienhaus mit Potential im Misox,,2.5,250,Price on request,Graubuenden,15721.0,False,False,False,False,False,old,1701552.9
"Chaunt da Crusch 326, 7524 Zuoz",Stilvolle und sonnige 2.5-Zimmer Gartenwohnung mit grosszügiger Terrasse,,2.5,240,Price on request,Graubuenden,1041.0,False,False,True,False,False,old,1597720.6
"Via Tinus, 7500 St. Moritz",Apartment in the heart of St Moritz,,2.5,290,Price on request,Graubuenden,1201.0,False,False,False,False,False,old,1643300.4
7546 Ardez,Engadinerhaus der Belle Époque mit stilistischem Ausbau am Kirchplatz,,3.5,460,Price on request,Graubuenden,285.0,False,False,False,False,False,old,1952369.2
7503 Samedan,Historisches Engadinerhaus,,4.0,920,Price on request,Graubuenden,15284.0,False,False,False,False,False,old,962937.94
"Bügl Grond, 7557 Vnà",Ruheoase mit einzigartiger Architektur im Unterengadin,,1.5,0,Price on request,Graubuenden,12835.0,False,False,False,False,False,old,978455.6
7075 Churwalden,Exklusives Studio im Top-Gebiet Lenzerheide,,2.5,10,Price on request,Graubuenden,9478.0,False,False,False,False,False,old,734383.25
7500 St. Moritz,SM181 - Grosse Wohnung im Herzen von St. Moritz - Ampio appartamento nel cuore di St. Moritz,,2.5,180,Price on request,Graubuenden,1220.0,False,False,False,False,False,old,1442586.0
"Via Giarsun 27, 7504 Pontresina",Edle und elegante Dachmaisonettewohnung mit Sauna,,2.5,320,Price on request,Graubuenden,6213.0,False,False,False,False,False,old,1553361.1
"Giassa Travers 4, 7524 Zuoz",Historisches Engadinerhaus im Dorfkern,,2.5,420,Price on request,Graubuenden,295.0,False,False,False,False,False,old,1566793.9
7402 Bonaduz,VERKAUFT! Attraktives Mehrfamilienhaus,,3.0,370,Price on request,Graubuenden,250.0,False,False,False,False,False,old,1495192.5
"Ringstrasse 1, 7302 Landquart",Wohn- und Geschäftshaus,,,0,Price on request,Graubuenden,5775.0,False,False,False,False,False,old,578464.5
7074 Malix,Historisches Zweifamilienhaus mit Stall und Baulandreserve,,3.5,500,Price on request,Graubuenden,6561.0,False,False,False,False,False,old,1673669.9
"Via Val Müstair 286, 7537 Val Müstair",Heustallgebäude,,2.0,0,Price on request,Graubuenden,11123.0,False,False,False,False,False,old,967769.0
7502 Bever,Engadinerhaus aus dem 17. Jahrhundert,,3.5,410,Price on request,Graubuenden,8956.0,False,False,False,False,False,old,1697880.9
"Alvra Sur 5, 7522 La-Punt",La Punt | Chesa Bellischma,,2.5,340,Price on request,Graubuenden,4522.0,False,False,False,False,False,old,1608822.8
"Via Maistra 184, 7504 Pontresina",Juwel in Pontresina | Gioiello a Pontresina,,1.5,29,Price on request,Graubuenden,5910.0,False,False,False,False,False,old,1244235.0
"Via Da Mulin 26, 7504 Pontresina",Neubau - moderne 2.5-Zimmerwohnung mit Galerie,,2.5,180,Price on request,Graubuenden,5901.0,False,False,False,False,False,new,1543489.8
"Vietta Provizel 3, 7505 Celerina/Schlarigna",Ferienwohnung mit Ausblick | Appartamento con vista,,2.0,26,Price on request,Graubuenden,2630.0,False,False,False,True,False,old,926628.0
"Alteinring 9, 7270 Davos Platz",COMING SOON: Studio mit malerischem Bergpanorama,,2.0,11,Price on request,Graubuenden,21266.0,False,False,False,False,False,old,907308.75
"San Bastiaun 1, 7503 Samedan",Eindrucksvoller und moderner Rückzugsort in komplett restauriertem Engadinerhaus,,3.0,510,Price on request,Graubuenden,2345.0,False,False,False,False,False,old,1644189.5
7500 St. Moritz,Luxuriöses Penthouse mit freier See-und Bergsicht,,2.0,480,Price on request,Graubuenden,1220.0,False,False,False,False,True,old,1512967.5
"Ritscha 65, 7524 Zuoz",Einfamilienhaus mit Garten | Villa con giardinao,,2.0,250,Price on request,Graubuenden,210.0,False,True,False,False,True,old,1495037.1
"Plagnoula 172, 7524 Zuoz",Historisches Engadinerhaus mit bebaubarer Gartenparzelle im Dorfkern von Zuoz,,3.5,640,Price on request,Graubuenden,449.0,False,False,False,False,False,old,1930791.2
"Via Maistra 184, 7504 Pontresina",Spektakuläre Dachwohnung mit Aussicht |Spettacolare attico con vista,,2.5,180,Price on request,Graubuenden,5910.0,False,False,True,True,True,old,1475570.8
"Via Aruons 4, 7500 St. Moritz",Ferienwohnung mit Berg- und Seesicht | Appartamento di vacanze con vista sulle montagne e sul lago,,1.5,21,Price on request,Graubuenden,1404.0,False,False,False,True,False,old,874416.6
"Via Arona 16, 7500 St. Moritz",Ferienwohnung mit spektakulärem See- und Bergblick |meravigliosa vista lago,,1.0,0,Price on request,Graubuenden,887.0,False,False,False,False,False,old,793147.6
"Via Cumünela 111, 7522 La Punt-Chamues-ch",Ferienwohnung mit eigenem Garten |Appartamento per vacanze con giardino privato,,1.5,130,Price on request,Graubuenden,4261.0,False,True,False,False,False,old,1349409.1
"Via Maistra 184, 7504 Pontresina",Ferienwohnung mit grossem Balkon | Appartamento con grande balcone,,2.5,210,Price on request,Graubuenden,5910.0,False,False,False,False,False,old,1573809.5
7500 St. Moritz,New project apartment.,,2.5,210,Price on request,Graubuenden,1220.0,False,False,False,False,False,old,1550317.4
7247 Saas im Prättigau,Maiensäss mitten in der Natur,,2.0,0,Price on request,Graubuenden,7920.0,False,False,False,False,False,old,894809.3
7500 St. Moritz,Im Zentrum von St. Moritz,,2.5,9,Price on request,Graubuenden,1220.0,False,False,False,False,False,old,593683.25
6535 Roveredo GR,Antica villa in posizione privilegiata,,3.0,620,Price on request,Graubuenden,15721.0,False,False,False,False,True,old,1450401.1
7250 Klosters / Klosters-Platz,COMING SOON,,1.5,0,Price on request,Graubuenden,559.0,False,False,False,False,False,old,798733.25
7250 Klosters,COMING SOON ... sehr gepflegte 1.5 Zi-Whng  mit Cheminée,,1.5,0,Price on request,Graubuenden,12694.0,False,False,False,False,False,old,978455.6
"Riva Bianca 4, 7500 St. Moritz",Haus am See mit separatem Gästehaus– am Lago di Mezzola / di Como – zu verkaufen,,2.0,260,Price on request,Graubuenden,1220.0,False,False,False,False,False,old,1530070.9
"Via Tinus, 7500 St. Moritz",2 Apartment of 240 sqm in Via Tinus,,,0,Price on request,Graubuenden,1201.0,False,False,False,False,False,old,541164.7
7513 Silvaplana-Surlej,COZY ATTIC WITH PANORAMIC VIEW,,1.5,0,Price on request,Graubuenden,6312.0,False,False,False,True,False,old,936185.1
7513 Silvaplana-Surlej,Ground floor flat,,1.5,0,Price on request,Graubuenden,6312.0,False,False,False,False,False,old,936185.1
7500 St. Moritz,Sunny 2.5 room flat,,2.5,0,Price on request,Graubuenden,1220.0,False,False,False,False,False,old,777881.75
7513 Silvaplana-Surlej,Charmante 2.5-Zimmer-Wohnung,,2.5,0,Price on request,Graubuenden,6312.0,False,False,False,False,False,old,899160.3
7513 Silvaplana-Surlej,IN THE WOODS,,1.5,0,Price on request,Graubuenden,6312.0,False,False,False,False,False,old,936185.1
"Via Sutvitg, 7172 Rabius",Einfamilienhaus an der Grünzone,,2.5,160,Price on request,Graubuenden,224.0,False,False,False,False,False,old,1354376.0
7411 Sils im Domleschg,Wohnhaus mit Garten an Toplage,,2.5,190,Price on request,Graubuenden,3613.0,False,False,False,False,False,old,1493654.6
7172 Rabius,Maisonette-Wohnung am Dorfrand,,2.5,160,Price on request,Graubuenden,320.0,False,False,False,False,False,old,1334545.0
"Rue des Rangiers 38, 2350 Saignelégier",4 villas individuelles,,1.5,0,Price on request,Jura,6484.0,False,False,False,False,False,old,679341.5
2800 Delémont,Immeuble à Delémont,"!!! EXCLUSIVITE BERRA IMMOBILIER !!!1 immeuble de rendement au coeur de Delémont DEJA LOUE !!!!Situé à proximité immédiate du centre-ville, dans un écrin de verdure, que s'érige ce nouvel écoquartier delémontain.Intergénérationnel et mixte, ce nouvel écoquartier comprendra des logements d'habitation PPE et location, des commerces, une résidence Séniore avec encadrement et des zones de détente. Un lieu de vie et d'activité placé sous le signe de la durabilité.Un emplacement idéal au coeur de Delémont, le projet bénéficie d'une situation idéale au coeur du chef-lieu du canton du Jura.RENDEMENT ET SITUATION ACTUELLENous mettons en vente 1 immeuble qui est déjà bien loué et habité (QR)Actuellement, un RENDEMENT BRUT DE 3,7% est réalisé. L'Etat locatif est en notre possesion. N'hésitez pas à nous contacter pour plus de renseignements.UN QUARTIER ECOLOGIQUELes bâtiments de l'écoquartier sont labellisés Minergie Plus et bénéficient de la certification 2000 Watts, gage de performances énergétiques optimales. Grâce à la conception bioclimatique des immeubles, à une forte isolation thermique et à une parfaite étanchéité de l'air, d'importantes économies d'énergie sont réalisées. Une attention toute particulière a été portée au choix des matériaux de construction, privilégiant des produits locaux et renouvelables à faible empreinte carbone.Des panneaux photovoltaïques assurent la production d'énergie tout au long de l'année pour les habitations et les bornes de recharge pour voitures électriques. Un système de chauffage performant et écologique régule quant à lui les températures été comme hiver. LES AVANTAGES ET PRESTATIONS DE QUALITESAvec de généreux balcons avec vue dégagée et de larges baies vitrées et une orientation favorable, les logements jouissent d'une luminosité optimale.Au-delà de ces avantages qui offrent également un réchauffement naturel (énergie passive), chaque appartement bénéficie de finitions et prestations qualitatives :- Cadre de vie « vert » et privilégié- Emplacement central- Présence de nombreux commerces et écoles à proximité- Grands balcons avec vue- Cuisine de haute qualité avec plan de travail en granit- Placards intégrés dans les entrées et les chambres- Parquet en chêne de première qualité dans les chambres- Isolation très haute performance- Ventilation double flux dans les lieux d'habitation- Panneaux Photovoltaïques- Label Minergie Plus- Ventilation à double flux- Ascenseur avec accessibilité pour personnes avec handicap- Place importante à la mobilité douce- Plus de 700 places pour les vélos- Garage avec bornes de recharges électriques et places de véloCOMMODITES - SITUATIONDe plus, ces futurs logements bénéficient de nombreuses commodités à quelques pas seulement. Le centre de Delémont et les principaux points d'intérêt peuvent être rejoints à pied. :- L'axe autoroutier A16 Bienne-Porrentruy n'est qu'à 3 minutes en voiture.- Centre-ville : 5 minutes à pied- École primaire : 50 mètres- Collège : 200 mètres- Gare : 10 minutes à pied- Commerces : 200 mètresPlaquette et autres documents sur demande uniquement !Chez nous, la curiosité est un joli défaut ! N'hésitez pas à me contacter pour des renseignements au 079 913 86 16 !!!! RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH !!!",,0,Price on request,Jura,1858.0,True,True,True,True,False,old,559516.06
"rue de la molière 22, 2800 Delémont",Immeuble de Rendement Mixte au Coeur de Delémont,,,0,Price on request,Jura,321.0,False,False,False,False,False,old,483543.22
"Champs de la Pierre 54A, 2856 Boécourt",Immeuble de rendement,,,0,Price on request,Jura,1930.0,False,False,False,False,False,old,587562.56
"Promenade Iris de Roten 1, 2800 Delémont",Somptueux appartement de 1.5 pièces meublé à Delémont,,1.5,20,Price on request,Jura,711.0,False,False,False,False,False,old,643994.2
"chemin de la roselière 7, 2900 Porrentruy",Villa avec piscine située sur une superbe parcelle de 1'370m2,,2.5,0,Price on request,Jura,1973.0,False,False,False,False,True,old,679310.75
"60V, Chemin de la Gare, 2943 Vendlincourt",Maison individuelle saine à rafraichir avec grand jardin,,2.5,130,Price on request,Jura,8145.0,False,True,False,False,False,old,680542.75
"Rière les Lammes, 2825 Courchapoix",Appartement neuf de 2.5 p dans PPE de 6 appartements,Magnifique immeuble de 6 appartements Rières les Lames composé de : • 2 appartements au rez-de-chaussée de 3.5 pièces d'une surface brute de 115.25m2 • 2 appartements à l'étage de 2.5 pièces d'une surface brute de 241.77m2 • 2 appartements en attique de 2.5 pièces d'une surface de brute de 190.92m2 Descriptif: • Une cuisine ouverte sur séjour • Un dressing dans chambre parentale • Une salle de bain • Machine à laver et sécher • Un WC avec douche italienne • Une terrasse privative • Un cellier • Une cave • Une place de parc,2.5,300,Price on request,Jura,8503.0,False,True,True,False,True,new,1205679.4
2905 Courtedoux,DANS UN QUARTIER RÉSIDENTIEL AU CALME,"Cette magnifique maison individuelle à Courtedoux est le lieu idéal pour créer des souvenirs inoubliables. Avec ses 2.5 pièces et ses 260 m² de surface habitable, elle offre tout l'espace nécessaire pour accueillir votre famille et vos amis. Son emplacement paisible vous permettra de profiter pleinement de moments de détente et de tranquillité. Vous serez séduit par son spacieux jardin, doté d'un espace jacuzzi, ainsi que par son grand jardin d'hiver. De plus, vous disposerez d'un abri pour vos voitures. Ne manquez pas cette opportunité unique de trouver votre chez-vous idéal.Cette offre de BETTERHOMES se caractérise par les avantages suivants: - Spacieuse- Au calme- Jardin avec espace jacuzzi- Couvert à voitures- Grand jardin d'hiver- etc., etc., etc. ...Intéressé? Contactez-nous pour une visite sans engagement - visite en ligne également possible!Rien qui correspond? Vous trouverez plus de 2'300 autres objets sur: www.betterhomes.ch - Le spécialiste suisse des transactions immobilières.Vous avez un bien immobilier à commercialiser?Profitez de notre savoir-faire: https://www.betterhomes.ch/fr/profiterVous souhaitez connaître la valeur de votre bien immobilier?Découvrez sa valeur dès maintenant grâce à notre estimation gratuite, immédiate et sans engagement!https://www.betterhomes.ch/fr/knowledge/estimationPlus détailsSituation: Au clameEtat du bâtiment: très bon et entretenuSalles de bain: 2 (1 x douche / WC / lavabo, 1 x baignoire / WC / lavabo)Système de chauffage: GéotermieTransport publics: bus, 100 mEcole: école primaire, 500 mCommerces: Coop / Migros, 2.5 km",2.5,260,Price on request,Jura,5638.0,False,True,False,False,False,old,1074093.6
2800 Delémont,SITUATION UNIQUE,"Découvrez cette magnifique maison individuelle située à Delémont. Avec ses 2.5 pièces et sa surface habitable de 350 m², cette propriété a été entièrement rénovée et agrandie pour offrir un espace de vie spacieux et moderne. Profitez de ses nombreux atouts tels que sa piscine, sa salle de fitness avec sauna, son jardin d'hiver avec cheminée, et ses 3 salles de bains. Située dans un quartier très tranquille, cette villa est également sécurisée avec un système d'alarme et de vidéosurveillance. Ne manquez pas l'occasion de vous installer dans ce havre de paix ! places de parcs chauffée en hiver et un grand garage double complètent cet ensemble.Cette offre de BETTERHOMES se caractérise par les avantages suivants: - entiérement rénové et agrandi- Piscines et salle de fitness et son sauna- Jardin d'hiver avec sa cheminée- 3 Salles de bains- Quartier très tranquille- Villa sécurisée avec système d'alarme et vidéo surveillance- Place de parc chauffée en hiver- Grand garage double- etc., etc., etc. ...Intéressé? Contactez-nous pour une visite gratuite!Rien qui correspond? Vous trouverez plus de 2'300 autres objets sur: www.betterhomes.ch - Le spécialiste suisse des transactions immobilières.Vous avez un bien immobilier à commercialiser?Profitez de notre savoir-faire: https://www.betterhomes.ch/fr/profiterVous souhaitez connaître la valeur de votre bien immobilier?Découvrez sa valeur dès maintenant grâce à notre estimation gratuite, immédiate et sans engagement!https://www.betterhomes.ch/fr/knowledge/estimationPlus détailsSituation: Au calmeEtat du bâtiment: Entièrement rénovéSalles de bain: 3 (1x douche, WC, lavabo / 1x douche, WC, lavabo / 1x douche, WC, lavabo)Transport publics: bus, 50 mEcole: Ecole Primaire, 500 mCommerces: Coop et Migros, 500 m",2.5,350,Price on request,Jura,1858.0,False,True,False,False,True,renovated,1405472.4
2800 Delémont,"GROSSZÜGIG, MODERN MIT WEITBLICK UND GARTEN","Diese traumhafte, moderne Villa befindet sich an exklusiver Lage mit fantastischem, unverbaubarem Weitblick in die Jurassischen Berge. Die hochmoderne Bauweise spiegelt sich sowohl im komplett durchdachten Innenbereich als auch der Aussenanlage wider. Dazu gehören z. B. der Zugang mittels Fingerabdrucksensor, eine Alarmanlage, hochwertige Küchengeräte der Marke Miele, elektrische Storen und Dachfenster, Bodenheizung, eine Sprinkleranlage im Garten sowie die Möglichkeit einen Lift im Gebäude nachzurüsten. Zudem verfügt das Haus über eine sehr grosse Garage. Vor einem Jahr wurde frisch gestrichen und es wurde ein Gartenzaun um das Grundstück montiert.Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- modern- exklusive Lage- traumhafter Weitblick- unverbaubare Aussicht- grosszügige Wohnfläche- Hobbyraum- hochwertige Küchengeräte- Alarmanlage- grosser, eingzäunter Garten- elektrische Storen- und, und, und ...Interessiert? Kontaktieren Sie uns für eine unverbindliche Besichtigung – auch Online-Besichtigung möglich!Nichts Passendes gefunden? Über 2'370 weitere Angebote unter: www.betterhomes.ch - der Immobilienfairmittler®Selber eine Immobilie zu vermarkten?Profitieren Sie von unserem Know-how: https://www.betterhomes.ch/de/profitierenSie möchten eine Immobilie schätzen lassen?Erfahren Sie jetzt ihren Wert über unsere Gratis-Schätzung, sofort und unverbindlich!https://www.betterhomes.ch/de/knowledge/estimationMehr DetailsLage: diese Villa befindet sich an bester LageZustand: sehr gutBäder / Nasszellen: 4 (1 x Badewanne / WC / Lavabo, 3 x Dusche / WC / Lavabo)Heizsystem: WärmepumpeÖffentliche Verkehrsmittel: Bus, 350 mSchulen: Hochschule, 1.6 kmGeschäfte: Jumbo, 1.1 km / Coop, 1 0xf4462 0y18c33d1 0x1fxax9dx73.3 km / Migros, 1...6 km",2.5,370,Price on request,Jura,1858.0,False,True,False,True,True,old,1335816.4
2943 Vendlincourt,Magnifique maison à plain-pied!,,1.5,220,Price on request,Jura,7797.0,False,False,False,False,False,old,809593.2
2718 Lajoux (JU),En pleine nature avec vue dégagée,"Situé dans un quartier calme et résidentiel, en lisière de bois, bénéficiant d'un ensoleillement hors du commun, ce bien saura vous séduire par sa typologie et ses finitions de qualité. Cette maison possède tout le charme dont vous rêvez. Erigée en 1999, sur une jolie parcelle d’environ 886 m2, cette villa a bénéficié de nombreuses rénovations au fil des années et offre un confort absolu dans un cadre de vie exclusif. Dans la partie jour, vous découvrirez une spacieuse et lumineuse pièce de vie. Elle est pourvue d'un séjour avec un très beau poêle en pierre ollaire et d'un espace dînatoire communiquant avec une grande cuisine. Cette dernière est entièrement équipée avec des électroménagers de qualité. Au bout du couloir, vous trouverez une magnifique véranda panoramique qui offre une vue sur le village et sur la forêt. Un charmant bureau ainsi qu'une salle d'eau avec douche, lavabo et WC complètent agréablement ce niveau. En découvrant la partie supérieure, l'espace nuit se compose de 3 chambres à coucher bénéficiant de beaux volumes, d’une belle hauteur sous plafond et d'une belle luminosité, offrant tout le confort nécessaire au bien-être. Une salle de bains avec baignoire d'angle à remous, douche et WC a été conçue sur ce même niveau afin d'agrémenter ces belles chambres à coucher. Cet espace dispose également d'un grenier aménagé.Un soin tout particulier a été apporté aux aménagements extérieurs avec une incroyable terrasse, un magnifique jardin arborisé ainsi qu'un jardin potager et un bûcher.A noter que cette villa est excavée et dispose dans son sous-sol des atouts suivants: une grande cave à vin, un local de bricolage, une buanderie et un WC visiteur.De plus, un grand garage permettant d'abriter 4 voitures ainsi que plusieurs places de parc extérieures partiellement couvertes complètent agréablement ce bien d'exception. Vous l'aurez compris, si vous êtes tenté par un habitat conjuguant qualité et bien-être, il n'y a plus à hésiter! Venez visiter! Vanessa Miserez 079 961 17 80",2.5,260,Price on request,Jura,9041.0,False,True,True,True,True,old,1058482.4
2905 Courtedoux,"L'exception, pour vous","Situé dans un quartier calme et résidentiel, proche des écoles et bénéficiant d'une vue dégagée, au coeur d'une région très porteuse du canton du Jura, ce bien saura vous séduire par sa typologie et ses finitions de qualité. Erigée en 2012, sur une belle parcelle d’environ 845m2, ce bien est dans un état presque neuf et offre un confort absolu à l'abri de toutes nuisances, dans un cadre de vie exclusif. Dans la partie inférieure, vous découvrez une magnifique entrée dotée d’une grande armoire murale qui vous permettra d’accueillir vos invités confortablement. Un grand couloir dessert plusieurs locaux tels que le local technique avec colonne de lavage, une grande chambre à coucher ainsi qu'un WC visiteur avec douche et lavabo. Dans la partie jour, vous découvriez une spacieuse et lumineuse pièce de vie. Elle est pourvue d'un grand séjour avec poêle suédois et d'un espace dînatoire avec une grande table en bois massif intégré à la cuisine une grande cuisine à l'américaine. Cette dernière est entièrement équipée avec des électroménagers de qualité et des matériaux de standing, tel que son ameublement épuré associé à son magnifique plan de travail. Un cellier avec climatisation complète agréablement cet espace. En découvrant la partie supérieure, l'espace nuit se compose de trois chambres à coucher bénéficiant de beaux volumes et d'une belle luminosité, ainsi que d’un magnifique jardin d’hiver. Pièce de vie, espace bureau ou de détente, vous pourrez laisser libre cours à votre imagination. Une salle de bains avec WC, baignoire et douche à l'italienne a été conçue sur ce même niveau afin d'agrémenter ces belles chambres à coucher. Un soin tout particulier a été apporté aux aménagements extérieurs avec une terrasse de plus de 40 m2 ainsi qu'un jardin privatif et arborisé équipé d’un jacuzzi: un atout de taille pour cet objet d'exception qui vous permettra de prolonger vos soirées entre amis. À noter que cette magnifique maison dispose d'un couvert permettant de stationner deux véhicules ainsi que plusieurs places de parc extérieures.Vous l'aurez compris, si vous êtes tenté par une maison au style épuré et unique conjuguant design et bien-être, il n'y a plus à hésiter! Venez visiter! +41 79 961 17 80 Vanessa Miserez",2.5,260,Price on request,Jura,5638.0,False,True,True,True,False,new,1165945.4
2923 Courtemaîche,Immeuble/ Maison locative de 3 appartements,,3.0,330,Price on request,Jura,2657.0,False,False,False,False,False,old,1176322.4
2923 Courtemaîche,Ancienne ferme avec beaucoup de potentiel!,,3.0,2,Price on request,Jura,2657.0,False,False,False,False,False,old,605031.56
2900 Porrentruy,Immeuble locatif très bien rénové!,,,0,Price on request,Jura,1847.0,False,False,False,False,False,renovated,697146.8
2926 Boncourt,Exceptionnelle Maison de maître sur une parcelle constructible de 3700 m2! !,,490.0,0,Price on request,Jura,9746.0,False,False,False,False,False,old,538542.44
2822 Courroux,"2 immeubles locatifs de 12 duplex de standing, bon rendement duable!",,,0,Price on request,Jura,3489.0,False,False,False,False,False,old,550512.44
2900 Porrentruy,Magnifique appartement de 2.5 pcs au calme!,,2.5,120,Price on request,Jura,1847.0,False,False,False,False,False,old,628770.7
"Rue Auguste Quiquerez, 2800 Delémont",Résidences du Parc de la Sorne - Delémont,,1.5,0,Price on request,Jura,1074.0,False,True,False,False,False,old,695049.75
2943 Vendlincourt,Spacieuse villa avec beaucoup de confort!,,2.5,190,Price on request,Jura,7797.0,False,False,False,False,True,old,879187.75
2947 Charmoille,"Domaine équestre avec maison, écurie, grange, carré de sable, terrain.",,2.5,290,Price on request,Jura,7266.0,False,False,False,False,False,old,1195124.5
"Route de Montancy 420, 2903 Villars-sur-Fontenais",Chalet mobile 4 places à installer sur le terrain de son choix,,1.0,8,Price on request,Jura,4042.0,False,False,False,False,False,old,523765.84
2900 Porrentruy,Villa familiale sur 1370 m2 de terrain avec un séjour ouvert de 110 m2,,2.5,340,Price on request,Jura,1847.0,False,False,False,False,True,old,1316849.0
"Rue Franche 28, 2800 Delémont",Superbe villa proche de la gare,,2.0,250,Price on request,Jura,555.0,False,False,False,False,True,old,817071.3
2829 Vermes,"Einzigartige Chance: Wohnen, Geschäft, Natur",,2.0,210,Price on request,Jura,13586.0,False,False,False,False,False,old,693015.1
2946 Miécourt,Maison familiale spacieuse sur un terrain de 1290 m²,,2.5,150,Price on request,Jura,7908.0,False,False,False,False,False,old,785768.6
2829 Vermes,"Habitat, commerce et nature réunis : une opportunité unique",,2.0,210,Price on request,Jura,13586.0,False,False,False,False,False,old,693015.1
"route de Courgenay 86, 2900 Porrentruy",Promotion à l'est de la ville de 15 appart et surfaces commerciales.,,,0,Price on request,Jura,1386.0,False,False,False,False,False,old,541047.8
2800 Delémont,Appartement  Haut de gamme  2.5 pièces 200m2,,2.5,200,Price on request,Jura,1858.0,False,False,False,False,False,old,985567.7
"Impasse du Petit-Pré 19, 2853 Courfaivre",A vendre 2 immeubles à rendement comme neuf comprenant 4 appartements par immeuble,,2.5,850,Price on request,Jura,5808.0,False,False,False,False,False,new,1559525.1
"Rue du Colonel-Hoffmeyer 23, 2854 Bassecourt",Maison avec local commercial pignon sur rue,,2.0,0,Price on request,Jura,9469.0,False,False,False,False,False,old,627741.9
